TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
9,M,1,1,1,1,5,1,,0,,,,,,,4119301,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,563.6,528.6,600.9,552.0,1,1.0,100.0,40.0,40.0,100.0,40.0,E,G,C,D,3,G,A,C,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B
6,F,1,1,1,1,4,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,554.5,652.1,597.4,668.6,0,1.0,160.0,160.0,120.0,120.0,160.0,E,C,C,D,4,I,A,B,C,B,A,C,C,B,B,B,A,A,C,B,A,E,B,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,524.7,553.7,598.9,608.3,0,1.0,120.0,160.0,100.0,120.0,140.0,E,F,F,B,4,E,A,B,C,B,B,B,B,B,A,A,A,B,B,A,A,D,A,B,B
13,F,1,1,1,1,16,1,,0,,,,,,,4109807,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,578.3,590.6,587.9,567.8,1,1.0,120.0,120.0,120.0,120.0,80.0,E,E,F,F,2,G,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,636.7,648.6,633.9,743.7,0,1.0,160.0,140.0,160.0,140.0,140.0,H,H,B,B,3,D,A,C,D,B,A,B,B,B,A,B,A,B,C,A,A,C,A,C,B
2,M,1,1,4,2,0,2,1.0,0,4117909.0,41.0,PR,2.0,1.0,1.0,4117909,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,586.3,547.7,517.3,515.5,0,1.0,100.0,120.0,120.0,140.0,120.0,E,E,C,C,3,G,A,C,D,B,B,B,C,B,A,B,A,B,C,A,A,D,A,B,B
3,F,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,437.8,539.6,522.2,506.4,0,1.0,100.0,120.0,100.0,100.0,40.0,G,G,C,F,4,F,A,C,D,B,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
2,F,1,1,1,3,0,1,,1,,,,,,,4118204,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,439.9,503.2,483.0,452.8,0,1.0,140.0,180.0,120.0,120.0,80.0,H,G,F,D,2,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4103701,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,492.9,565.6,557.3,513.5,0,1.0,100.0,200.0,120.0,120.0,100.0,F,G,C,D,3,G,A,B,D,B,A,B,B,B,A,B,A,B,B,A,A,C,B,B,B
2,M,1,1,1,2,0,2,1.0,0,4119905.0,41.0,PR,2.0,1.0,1.0,4119905,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,579.0,624.3,589.7,740.6,0,1.0,140.0,180.0,100.0,160.0,160.0,F,C,D,F,4,H,A,C,D,B,B,B,B,B,A,A,A,A,B,A,A,E,B,B,B
2,M,1,3,1,2,0,2,1.0,0,4108304.0,41.0,PR,2.0,1.0,1.0,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,451.1,583.4,586.1,480.1,0,1.0,100.0,120.0,120.0,120.0,40.0,D,E,C,C,6,E,A,C,E,A,C,B,B,B,A,A,A,B,E,A,B,E,A,C,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,616.0,651.8,602.2,680.7,0,1.0,120.0,180.0,140.0,120.0,80.0,C,E,E,E,3,F,D,C,D,B,A,B,B,B,A,B,A,B,E,A,B,D,A,C,B
2,F,1,1,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,526.4,483.5,539.3,458.4,0,1.0,140.0,200.0,120.0,160.0,120.0,E,B,B,B,2,C,A,B,C,A,A,B,B,B,A,B,A,A,B,B,A,C,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,604.7,583.6,621.7,629.3,0,1.0,160.0,200.0,140.0,180.0,160.0,G,G,E,E,6,P,D,E,D,C,A,B,C,B,B,B,B,B,E,B,B,E,A,E,B
2,F,1,1,1,2,0,2,1.0,0,4104204.0,41.0,PR,2.0,1.0,1.0,4104204,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,512.0,508.3,488.2,458.1,0,1.0,140.0,180.0,120.0,140.0,100.0,B,E,F,B,3,D,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,C,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,539.2,594.3,597.2,495.6,0,4.0,0.0,0.0,0.0,0.0,0.0,H,E,F,B,4,C,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,575.3,518.9,564.2,565.4,0,1.0,140.0,180.0,160.0,140.0,120.0,H,D,C,B,5,E,A,B,C,A,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
16,M,2,1,1,1,0,1,,0,,,,,,,4113205,41,PR,0,1,1,0,,1057.0,1068.0,,,447.7,484.1,,0,1.0,80.0,120.0,80.0,80.0,80.0,A,A,A,A,4,D,A,B,D,B,B,B,B,A,B,B,A,B,B,A,A,C,A,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,4119608,41,PR,0,1,1,0,,1056.0,1066.0,,,559.5,439.9,,0,1.0,120.0,140.0,120.0,140.0,120.0,E,E,A,A,4,D,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,4111803,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,621.6,599.9,571.8,692.3,0,1.0,140.0,200.0,160.0,160.0,180.0,E,G,B,D,5,G,A,C,D,B,B,B,B,B,A,B,A,B,D,B,A,D,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4104808.0,41.0,PR,2.0,1.0,1.0,4104808,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,609.8,545.7,552.7,644.2,0,1.0,160.0,200.0,160.0,200.0,200.0,E,E,D,D,5,J,A,C,D,C,A,B,B,B,A,B,A,B,C,B,B,E,A,C,B
2,F,1,4,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,671.7,719.8,597.3,761.9,0,1.0,160.0,200.0,160.0,180.0,180.0,F,F,E,E,4,N,A,D,D,C,A,B,A,B,B,B,B,B,C,B,B,C,B,C,B
5,F,1,3,1,1,2,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,474.6,528.4,498.8,381.9,0,1.0,120.0,180.0,140.0,120.0,160.0,E,B,C,B,4,C,A,B,C,B,A,B,A,B,A,B,A,B,B,A,A,D,A,A,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4111803,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,513.3,475.0,498.6,512.2,0,1.0,120.0,120.0,120.0,120.0,80.0,G,E,F,B,3,G,A,C,C,B,B,B,A,B,A,B,A,B,B,A,A,D,A,B,B
2,M,1,3,1,2,0,2,1.0,0,4115200.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,2,1,1,2,,1058.0,1067.0,,,359.4,480.0,,1,1.0,100.0,180.0,140.0,160.0,100.0,C,F,C,E,3,G,A,B,C,C,B,C,A,B,A,B,A,B,B,A,B,D,A,C,B
3,M,1,1,1,2,0,2,1.0,0,4120606.0,41.0,PR,2.0,2.0,1.0,4120606,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,470.9,464.4,467.5,447.7,1,1.0,100.0,120.0,120.0,120.0,0.0,C,C,A,A,4,B,A,B,D,B,B,B,B,B,A,B,A,B,B,A,A,D,A,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,4105409,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,440.9,513.8,472.9,533.6,0,1.0,120.0,180.0,120.0,120.0,20.0,E,G,D,D,3,L,C,D,D,C,A,C,B,B,B,B,A,B,C,B,A,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4101507.0,41.0,PR,2.0,1.0,1.0,4101507,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,471.7,537.9,476.1,403.4,1,1.0,120.0,200.0,120.0,120.0,180.0,H,E,C,F,6,D,A,D,E,E,B,B,B,B,A,B,A,B,A,A,A,E,A,B,B
11,M,1,1,1,1,11,1,,0,,,,,,,4128203,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,432.5,541.6,526.4,496.5,0,1.0,100.0,120.0,100.0,120.0,80.0,B,E,C,B,2,C,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,C,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4114609.0,41.0,PR,4.0,1.0,1.0,4114609,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,612.6,598.4,556.4,666.8,0,1.0,120.0,200.0,120.0,160.0,180.0,D,E,E,E,3,M,A,C,C,C,A,B,B,B,A,B,A,B,D,A,A,D,B,B,B
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,621.5,561.9,555.8,728.2,0,1.0,140.0,120.0,120.0,160.0,180.0,G,G,D,D,4,I,B,D,D,B,A,B,B,B,B,B,A,B,D,B,B,E,B,D,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4108304,41,PR,0,1,1,0,,1057.0,1068.0,,,532.2,527.9,,0,1.0,120.0,120.0,140.0,120.0,60.0,H,H,F,B,2,B,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,500.3,498.2,540.2,440.8,1,6.0,0.0,0.0,0.0,0.0,0.0,E,G,F,F,4,D,A,D,D,C,A,B,B,B,A,B,A,B,A,B,A,E,A,E,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4120606,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,468.6,526.0,504.8,525.9,1,1.0,120.0,80.0,120.0,140.0,120.0,C,D,A,A,5,B,A,C,D,B,B,B,B,A,B,A,A,A,B,A,A,C,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4104303,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,628.7,535.2,565.6,472.8,0,1.0,140.0,140.0,140.0,120.0,180.0,G,G,D,D,4,M,A,C,C,B,A,B,A,B,A,B,A,B,C,A,A,E,A,B,B
11,F,2,1,1,1,11,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,603.0,620.9,656.4,633.8,0,1.0,160.0,200.0,140.0,140.0,100.0,G,E,E,D,2,P,B,E,C,C,A,B,B,B,A,B,B,B,D,B,B,D,A,D,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,4125506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,446.5,503.8,456.8,411.4,0,1.0,80.0,120.0,100.0,100.0,80.0,D,E,C,B,5,F,A,B,C,B,A,B,A,B,A,B,A,B,B,A,A,E,B,B,B
5,M,1,1,1,1,3,1,,0,,,,,,,4106902,41,PR,0,1,1,0,,1058.0,1067.0,,,570.4,525.2,,0,1.0,100.0,120.0,120.0,120.0,140.0,E,E,B,B,4,F,A,D,C,B,A,B,B,B,A,B,A,B,C,A,A,C,B,B,B
3,M,1,1,1,2,0,2,1.0,0,4118204.0,41.0,PR,4.0,1.0,1.0,4118204,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,578.0,568.1,548.5,468.5,0,1.0,100.0,120.0,100.0,120.0,100.0,E,E,D,B,3,L,A,B,C,B,A,B,B,B,A,B,A,B,C,A,B,D,B,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4101408,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,431.1,507.6,571.2,578.5,1,1.0,120.0,120.0,100.0,140.0,0.0,E,G,F,D,2,H,A,C,D,B,A,B,B,B,A,B,A,A,C,A,A,C,A,B,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,587.6,623.7,619.9,450.6,0,1.0,160.0,160.0,140.0,180.0,160.0,F,G,E,E,4,Q,D,E,D,C,A,B,C,B,B,B,B,B,E,B,B,E,B,C,B
5,F,1,1,1,1,3,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,446.6,575.2,511.3,432.8,0,1.0,140.0,120.0,80.0,140.0,100.0,C,F,C,C,4,F,A,C,D,C,A,B,B,B,A,B,A,B,D,B,A,D,A,B,B
13,M,1,3,1,1,16,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,526.9,581.7,505.0,458.9,1,1.0,120.0,120.0,100.0,120.0,140.0,B,B,A,A,2,C,A,B,C,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,508.1,575.7,591.9,533.6,0,1.0,140.0,180.0,120.0,120.0,120.0,E,D,C,B,3,B,A,B,D,A,A,B,B,B,A,B,A,B,B,A,B,D,A,C,B
2,F,1,1,1,2,0,3,1.0,0,,,,,,,4124103,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,575.4,571.8,535.5,684.0,0,1.0,160.0,200.0,120.0,140.0,100.0,E,F,D,D,4,G,A,C,D,B,C,B,B,B,A,B,A,A,E,A,B,E,A,A,B
7,F,1,1,1,1,2,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,563.4,433.9,531.2,392.9,1,1.0,140.0,200.0,120.0,160.0,140.0,B,E,A,B,3,B,A,C,C,B,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,477.0,534.0,484.8,461.7,0,1.0,140.0,160.0,120.0,160.0,140.0,E,E,D,B,3,H,A,B,D,C,C,B,B,B,A,B,A,B,C,A,B,D,A,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,602.8,642.2,629.3,760.7,0,1.0,140.0,160.0,120.0,160.0,160.0,G,F,E,D,4,M,A,E,D,C,B,C,B,B,A,B,A,B,D,B,B,E,B,E,B
1,F,1,3,1,3,0,1,,1,,,,,,,4119608,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,480.6,509.7,513.2,401.8,1,1.0,120.0,120.0,100.0,120.0,120.0,B,G,C,D,3,D,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,495.5,594.9,458.4,473.1,0,1.0,120.0,120.0,120.0,140.0,80.0,F,F,D,D,3,F,A,B,C,B,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,4106506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,486.9,427.1,538.8,550.7,0,1.0,120.0,120.0,120.0,120.0,120.0,E,G,C,D,3,H,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,604.5,693.3,626.4,699.1,0,1.0,120.0,160.0,120.0,160.0,200.0,E,E,F,D,3,G,A,C,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
3,M,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1187.0,1177.0,1181.0,1183.0,516.5,648.5,579.5,659.6,0,1.0,120.0,200.0,120.0,120.0,160.0,G,G,D,D,6,N,D,E,E,C,A,C,C,C,B,B,A,B,C,A,A,E,B,D,B
5,M,1,3,1,1,2,1,,0,,,,,,,4105904,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,464.3,551.9,443.2,588.2,1,1.0,120.0,120.0,120.0,140.0,120.0,D,E,B,B,4,F,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,E,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4122156.0,41.0,PR,2.0,1.0,1.0,4113304,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,600.6,600.1,543.6,644.7,1,1.0,120.0,200.0,140.0,140.0,160.0,E,G,C,B,4,G,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4108403,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,684.8,673.2,614.5,828.9,0,1.0,160.0,200.0,180.0,200.0,200.0,F,E,D,D,5,G,A,B,D,C,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
2,F,1,1,1,2,0,2,,0,,,,,,,4101507,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,404.6,464.6,383.1,395.1,0,1.0,60.0,120.0,80.0,100.0,100.0,E,E,C,C,4,C,A,B,C,B,B,B,A,B,B,B,A,A,B,A,A,C,B,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,4118402,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,518.3,508.2,522.2,638.2,0,1.0,140.0,120.0,140.0,180.0,140.0,F,E,D,D,4,N,B,D,D,C,A,C,A,B,B,B,A,B,E,A,B,E,B,C,B
2,F,1,1,1,2,0,3,1.0,0,4104808.0,41.0,PR,4.0,1.0,1.0,4104808,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,565.4,472.9,495.2,532.3,0,1.0,160.0,200.0,180.0,140.0,160.0,F,E,E,D,4,Q,B,E,E,C,A,B,B,B,B,B,B,B,C,B,B,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4113502,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,440.7,525.1,480.6,498.8,0,1.0,120.0,120.0,140.0,100.0,40.0,B,C,A,A,5,C,A,B,C,A,B,B,B,A,A,B,A,A,B,A,A,D,A,A,B
17,M,1,1,1,1,0,1,,0,,,,,,,4103701,41,PR,1,1,1,1,1093.0,1063.0,1073.0,1083.0,392.6,571.4,446.0,410.7,0,1.0,140.0,120.0,120.0,120.0,140.0,A,A,A,A,1,B,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,B,B,B,B
4,M,1,3,1,1,1,1,,0,,,,,,,4120002,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,560.2,620.1,517.1,604.0,0,1.0,160.0,180.0,160.0,160.0,160.0,B,E,F,F,3,D,A,B,D,B,A,B,B,A,A,A,A,A,B,B,A,D,A,B,B
5,M,1,1,1,1,2,1,,0,,,,,,,4127700,41,PR,0,1,1,0,,1057.0,1068.0,,,417.2,425.6,,1,4.0,0.0,0.0,0.0,0.0,0.0,E,G,D,D,3,I,A,D,E,B,B,B,B,B,B,B,A,A,C,A,B,D,A,B,B
7,M,1,1,1,1,1,1,,0,,,,,,,4104303,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,453.0,399.3,357.2,488.7,0,1.0,100.0,40.0,40.0,120.0,20.0,F,G,C,D,4,D,A,C,D,C,A,B,B,B,A,B,A,B,B,A,B,D,B,C,B
6,M,1,1,1,1,3,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,424.8,559.6,568.7,623.9,0,1.0,120.0,120.0,120.0,120.0,40.0,E,E,F,B,4,J,A,C,D,B,A,B,B,B,B,A,A,B,C,A,A,E,A,D,B
2,M,1,1,1,2,0,3,1.0,0,4103602.0,41.0,PR,4.0,1.0,1.0,4111803,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,498.0,557.4,530.1,558.1,0,1.0,100.0,120.0,100.0,120.0,180.0,G,G,D,B,3,D,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
2,F,1,1,1,2,0,3,1.0,0,4127700.0,41.0,PR,4.0,1.0,1.0,4127700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,428.9,486.4,454.7,592.4,1,1.0,120.0,160.0,120.0,120.0,120.0,G,G,E,D,4,L,B,D,D,B,A,B,B,B,A,B,A,B,E,A,A,E,B,B,B
1,F,1,4,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,555.7,583.4,567.1,665.8,0,1.0,120.0,160.0,140.0,140.0,180.0,F,G,E,E,3,Q,D,E,D,C,A,B,B,B,A,B,A,B,B,A,B,D,B,E,B
4,F,1,3,1,2,0,2,1.0,0,4104204.0,41.0,PR,1.0,1.0,1.0,4104204,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,559.9,593.2,572.3,538.9,0,1.0,120.0,200.0,140.0,120.0,200.0,C,F,B,D,3,B,A,B,C,A,A,B,B,B,A,B,A,A,B,B,A,D,A,B,B
16,M,1,3,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,447.3,524.9,403.9,572.9,1,1.0,160.0,200.0,120.0,160.0,200.0,B,A,F,F,1,B,A,B,B,A,A,B,B,B,A,B,A,A,B,A,A,B,A,B,B
3,M,1,1,1,2,0,2,1.0,0,,,,,,,4128104,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,523.2,625.3,449.4,540.0,0,1.0,120.0,120.0,120.0,140.0,120.0,C,C,A,C,5,C,A,B,D,A,B,B,B,B,A,B,A,A,B,A,A,E,A,A,B
4,F,1,0,1,2,0,2,1.0,0,4104402.0,41.0,PR,2.0,1.0,1.0,4111506,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,538.9,586.1,522.9,438.8,1,1.0,120.0,120.0,120.0,120.0,160.0,B,E,F,B,3,D,A,B,C,B,B,B,B,B,A,A,A,A,B,B,A,B,A,A,B
3,F,1,3,1,3,0,1,,1,,,,,,,4105805,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,464.3,564.1,542.8,664.4,1,1.0,120.0,120.0,120.0,120.0,100.0,B,E,C,B,3,B,A,B,D,A,A,B,A,B,A,B,A,B,C,A,A,D,B,B,B
2,F,1,3,1,3,0,1,,1,,,,,,,4107652,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,451.9,500.8,372.1,380.8,1,1.0,100.0,120.0,80.0,100.0,100.0,C,D,B,B,4,D,A,B,D,B,A,B,B,B,A,B,A,A,C,B,B,D,A,B,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,397.9,383.9,357.7,538.6,1,1.0,120.0,120.0,120.0,120.0,160.0,E,E,D,B,3,F,A,B,C,B,A,B,B,B,A,B,A,B,C,A,A,D,B,B,B
2,M,1,1,1,2,0,2,1.0,0,4120507.0,41.0,PR,2.0,1.0,1.0,4100806,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,369.4,416.4,479.6,452.9,1,1.0,100.0,120.0,100.0,100.0,40.0,E,G,A,D,3,B,A,B,C,B,B,B,B,B,A,B,A,B,A,A,A,D,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4127700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,480.0,539.3,508.1,607.2,0,1.0,160.0,200.0,160.0,180.0,200.0,F,D,C,B,4,F,A,C,D,B,A,B,B,B,B,B,A,B,C,A,B,E,A,B,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,578.7,489.6,592.1,527.8,1,1.0,100.0,180.0,120.0,180.0,140.0,E,E,D,D,4,F,A,D,D,B,A,B,B,B,A,B,A,B,B,A,B,E,A,B,B
3,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,412.4,354.4,407.1,429.5,0,1.0,120.0,160.0,100.0,120.0,100.0,G,F,E,D,3,K,A,B,C,C,A,B,B,B,A,B,A,B,C,B,B,D,B,D,B
3,F,1,2,1,2,0,2,1.0,0,,,,,,,4111506,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,462.7,589.5,580.2,481.5,0,1.0,120.0,120.0,120.0,120.0,40.0,D,G,C,D,4,E,A,B,C,C,B,B,A,B,A,A,A,A,B,A,A,C,A,A,B
3,F,3,1,1,2,0,2,1.0,0,4118402.0,41.0,PR,1.0,1.0,1.0,4118402,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,624.2,636.5,621.7,690.9,1,1.0,160.0,180.0,160.0,200.0,180.0,E,F,D,D,4,F,A,C,D,C,A,C,C,B,A,B,A,A,B,A,A,E,B,B,B
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,1.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,610.3,586.0,635.7,745.7,0,1.0,120.0,180.0,120.0,120.0,120.0,E,G,D,E,3,J,A,C,D,B,B,B,B,B,B,B,A,B,C,A,A,D,A,C,B
4,F,1,1,1,1,2,1,,0,,,,,,,4118501,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,469.1,574.2,598.1,658.3,0,1.0,160.0,180.0,140.0,160.0,140.0,E,G,C,D,5,H,A,B,C,C,A,B,C,B,B,A,A,A,B,A,B,E,A,B,B
