TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
6,F,1,3,1,1,3,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,594.0,596.1,523.7,741.5,1,1.0,160.0,200.0,140.0,180.0,200.0,C,D,B,B,4,F,B,C,D,B,A,B,B,B,A,B,A,B,B,A,A,D,B,A,B
2,F,1,3,1,2,0,2,1.0,0,4118501.0,41.0,PR,2.0,1.0,1.0,4118501,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,446.7,508.4,545.9,599.4,1,1.0,140.0,200.0,140.0,160.0,200.0,H,E,F,B,4,C,A,B,C,B,A,B,B,A,A,A,A,A,B,A,A,D,A,B,B
3,M,1,1,1,2,0,2,1.0,0,,,,,,,4115200,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,465.9,482.9,477.3,566.3,1,1.0,100.0,60.0,60.0,100.0,0.0,E,F,D,E,3,G,A,D,D,B,A,C,B,B,A,B,A,A,C,A,A,D,A,B,B
3,M,1,1,1,2,0,2,1.0,0,4122305.0,41.0,PR,2.0,2.0,1.0,4106902,41,PR,1,1,1,1,1187.0,1177.0,1181.0,1183.0,581.1,556.7,512.3,568.4,0,1.0,120.0,200.0,160.0,160.0,120.0,D,G,D,D,5,F,B,C,D,B,B,C,B,B,B,B,A,B,C,B,B,E,A,D,B
15,F,2,1,1,1,16,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,468.1,527.5,517.3,538.3,1,1.0,120.0,120.0,120.0,120.0,140.0,C,C,B,B,3,O,A,D,D,C,A,B,A,B,A,B,A,B,C,A,B,D,B,C,B
2,F,1,1,1,2,0,3,1.0,0,,,,,,,4103701,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,468.6,468.9,438.3,429.7,0,1.0,100.0,120.0,120.0,80.0,0.0,E,G,A,D,4,P,D,E,D,D,B,D,D,B,A,B,A,A,E,A,B,E,B,B,B
4,M,1,3,1,1,2,1,,0,,,,,,,4121406,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,544.1,600.3,569.6,405.0,0,1.0,120.0,200.0,120.0,120.0,140.0,E,E,F,F,3,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,386.2,458.8,444.1,560.7,1,1.0,140.0,200.0,140.0,120.0,80.0,C,F,D,E,3,E,A,C,D,C,A,C,C,B,A,B,A,A,B,A,B,D,A,B,B
2,M,1,2,1,2,0,2,1.0,0,4128401.0,41.0,PR,2.0,1.0,1.0,4106407,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,517.6,489.1,520.8,418.8,0,4.0,0.0,0.0,0.0,0.0,0.0,C,E,B,B,5,C,A,B,E,B,A,B,B,A,A,A,A,A,C,A,A,E,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4120804.0,41.0,PR,2.0,1.0,1.0,4120804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,425.6,497.7,494.6,436.8,0,1.0,100.0,100.0,100.0,100.0,80.0,E,E,C,C,4,D,A,B,C,B,B,B,B,B,A,A,A,B,B,A,A,D,A,B,B
5,M,1,1,1,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,497.3,630.7,609.3,666.4,0,1.0,160.0,200.0,160.0,200.0,160.0,E,G,B,D,11,K,B,D,E,A,A,C,A,B,A,B,A,A,B,A,A,B,A,B,B
4,F,1,2,1,1,1,1,,0,,,,,,,4104303,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,532.3,500.8,561.0,520.5,1,1.0,140.0,120.0,120.0,120.0,40.0,H,H,F,C,5,C,A,C,D,A,B,B,B,B,B,B,A,A,B,A,A,E,A,A,B
1,M,1,1,1,3,0,1,,1,,,,,,,4108403,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,486.2,609.4,531.4,629.2,0,1.0,140.0,120.0,120.0,120.0,80.0,E,F,D,D,4,F,A,B,C,B,B,B,A,B,A,B,A,B,D,A,A,D,A,D,B
2,F,1,3,1,2,0,2,1.0,0,4117909.0,41.0,PR,2.0,1.0,1.0,4117909,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,492.5,503.3,519.7,492.9,0,1.0,120.0,180.0,120.0,120.0,140.0,E,E,C,B,4,F,A,D,D,B,A,B,A,B,B,B,A,A,B,A,B,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4114203.0,41.0,PR,4.0,1.0,1.0,4112108,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,594.1,620.2,568.3,625.0,0,1.0,120.0,180.0,120.0,160.0,200.0,C,E,C,C,3,F,A,B,C,B,B,B,B,B,B,B,A,A,B,A,A,B,A,B,B
3,F,1,2,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,469.4,576.1,555.5,588.8,1,1.0,120.0,160.0,120.0,120.0,160.0,C,E,B,D,3,E,A,B,C,B,B,B,A,B,A,B,A,A,B,A,A,D,B,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4105409,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,521.5,597.6,575.4,694.9,0,1.0,160.0,200.0,180.0,180.0,140.0,E,E,D,D,5,Q,D,E,D,B,C,C,C,B,B,B,A,B,E,A,B,E,B,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,434.7,537.4,576.7,611.3,0,1.0,140.0,160.0,120.0,140.0,140.0,E,E,D,B,5,H,A,D,E,C,A,B,B,B,B,B,A,B,C,B,B,E,A,C,B
2,M,1,2,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,480.4,570.2,576.6,624.8,0,1.0,140.0,160.0,120.0,120.0,100.0,F,F,E,E,2,E,A,B,B,B,A,B,B,B,A,B,A,B,B,B,A,C,A,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,443.8,491.4,453.9,469.2,0,1.0,100.0,180.0,100.0,120.0,80.0,E,D,A,B,3,C,A,B,C,B,A,B,B,B,A,B,A,A,B,B,A,B,A,A,B
4,M,1,3,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,516.6,559.8,581.3,618.7,0,1.0,120.0,200.0,120.0,100.0,100.0,D,E,F,B,4,D,A,B,D,A,A,B,B,B,A,A,A,A,C,A,B,D,B,C,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4128104,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,443.2,499.7,491.1,508.3,0,1.0,120.0,160.0,120.0,160.0,100.0,E,F,C,B,5,I,A,B,D,C,B,B,B,B,A,B,A,B,C,A,B,E,A,D,B
4,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,534.9,596.1,600.5,477.5,0,1.0,100.0,120.0,120.0,120.0,120.0,C,B,B,C,3,C,A,C,E,D,A,B,B,B,A,B,A,B,E,B,A,D,B,C,B
3,M,1,1,1,1,1,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,514.0,630.2,615.3,732.6,0,1.0,120.0,140.0,120.0,140.0,120.0,D,G,C,D,2,H,A,B,B,C,A,B,B,B,A,B,A,B,C,A,A,D,A,D,B
2,M,3,1,1,2,0,2,1.0,0,4104808.0,41.0,PR,4.0,1.0,1.0,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,596.8,637.5,671.3,668.0,0,1.0,160.0,200.0,120.0,140.0,160.0,F,G,D,D,5,N,A,B,D,C,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4128104,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,416.4,458.9,452.0,562.8,0,1.0,120.0,120.0,120.0,120.0,160.0,F,E,E,D,4,F,A,C,D,B,B,B,B,B,A,B,A,B,B,A,A,E,A,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4122305,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,442.9,493.1,544.1,554.6,1,1.0,140.0,180.0,140.0,160.0,200.0,C,C,B,B,4,C,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,F,1,1,1,2,0,2,1.0,0,4105904.0,41.0,PR,2.0,1.0,1.0,4105904,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,500.7,442.7,461.5,587.8,1,1.0,120.0,160.0,120.0,140.0,80.0,E,D,C,B,5,C,A,B,C,B,B,B,B,B,A,B,A,B,C,A,A,D,A,A,B
6,M,1,2,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,568.1,505.3,535.3,547.9,1,1.0,120.0,120.0,100.0,120.0,80.0,E,E,C,B,3,G,A,C,C,B,A,B,B,B,A,B,A,A,D,A,A,D,A,B,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4101408,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,502.2,491.6,508.3,449.0,1,1.0,140.0,120.0,120.0,120.0,120.0,D,D,D,A,2,A,A,B,D,C,B,B,C,B,A,B,A,B,B,A,B,C,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4122404.0,41.0,PR,2.0,1.0,1.0,4122404,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,674.0,750.4,646.3,714.4,0,1.0,160.0,200.0,180.0,160.0,200.0,E,F,C,D,4,H,A,C,D,D,A,B,B,B,A,B,A,B,C,B,A,E,A,E,B
5,M,1,1,1,1,0,1,,0,,,,,,,4113700,41,PR,0,1,1,0,,1058.0,1067.0,,,476.6,510.2,,1,6.0,0.0,0.0,0.0,0.0,0.0,C,E,F,D,3,E,A,D,E,C,A,C,B,B,A,B,A,B,C,A,B,D,A,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4118501,41,PR,0,1,1,0,,1057.0,1068.0,,,614.6,603.1,,0,1.0,140.0,180.0,120.0,140.0,160.0,G,F,D,D,4,G,B,C,D,B,A,C,C,B,A,B,A,B,E,B,B,E,A,B,B
4,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,503.8,533.2,523.2,556.5,0,1.0,120.0,120.0,120.0,120.0,80.0,B,C,C,B,2,C,C,B,C,A,A,B,B,B,A,B,A,B,B,A,A,C,A,A,B
6,F,1,3,3,1,3,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1189.0,1178.0,1182.0,1185.0,539.6,579.8,568.9,661.7,1,1.0,140.0,140.0,120.0,120.0,80.0,E,G,A,F,4,C,A,B,C,B,A,B,B,A,A,A,A,B,B,A,A,D,A,B,B
5,F,1,1,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,536.0,570.5,607.8,567.4,0,1.0,140.0,200.0,140.0,180.0,180.0,C,E,A,B,3,C,A,B,D,A,A,B,A,B,B,B,A,A,B,A,A,D,A,C,B
3,F,1,2,1,2,0,2,1.0,0,,,,,,,4118402,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,520.1,527.3,494.4,437.3,0,1.0,120.0,120.0,100.0,120.0,60.0,D,E,D,D,4,C,A,C,D,B,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B
3,F,1,3,1,2,0,2,1.0,0,4104659.0,41.0,PR,2.0,1.0,1.0,4119905,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,404.0,464.6,458.0,473.9,0,1.0,100.0,120.0,80.0,120.0,60.0,D,B,C,B,4,B,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,C,A,A,B
2,M,1,3,1,2,0,2,1.0,0,4114807.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,407.4,490.9,478.0,626.3,1,1.0,120.0,120.0,100.0,120.0,120.0,D,D,F,C,3,E,A,D,D,C,A,C,B,B,B,B,A,B,C,B,A,D,A,B,B
5,M,1,3,1,1,3,1,,0,,,,,,,4112108,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,402.1,389.3,356.4,473.9,1,1.0,120.0,200.0,120.0,120.0,60.0,H,H,F,F,1,C,A,B,C,A,A,B,B,B,B,B,A,A,B,A,A,B,A,B,B
2,F,1,1,1,2,0,2,2.0,0,,,,,,,4104907,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,563.4,455.5,452.2,582.4,0,1.0,140.0,120.0,120.0,120.0,120.0,B,B,A,F,5,B,A,B,B,B,A,B,A,B,A,B,A,B,B,A,A,A,A,A,B
2,F,1,1,1,2,0,3,1.0,0,4114807.0,41.0,PR,4.0,1.0,1.0,4114807,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,615.0,590.3,528.8,624.3,1,1.0,160.0,200.0,160.0,160.0,200.0,F,C,D,F,3,H,B,D,D,C,A,B,B,B,A,B,A,B,D,B,A,D,B,D,B
1,F,1,3,1,3,0,1,,1,,,,,,,4128203,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,479.1,445.0,466.4,420.6,1,1.0,120.0,120.0,80.0,120.0,0.0,E,C,C,A,4,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,B,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,390.2,545.2,514.3,500.4,0,1.0,120.0,40.0,100.0,140.0,80.0,A,E,C,C,3,F,A,C,D,B,C,B,B,B,A,B,A,B,B,A,A,D,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4128203,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,362.6,539.7,545.1,577.3,0,1.0,120.0,160.0,120.0,120.0,140.0,H,H,B,D,3,E,B,D,E,B,C,C,B,B,A,B,A,B,B,B,B,E,B,B,B
2,F,0,3,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,508.2,526.4,556.2,498.6,0,1.0,100.0,120.0,120.0,120.0,80.0,F,G,C,B,3,B,A,B,C,B,A,B,B,B,B,B,A,A,B,A,A,D,A,A,B
2,F,0,3,1,2,0,2,1.0,0,4118204.0,41.0,PR,2.0,1.0,1.0,4118204,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,427.3,504.2,458.1,471.4,1,1.0,120.0,120.0,100.0,120.0,100.0,H,H,F,F,5,B,A,B,B,B,B,B,A,B,B,B,A,A,B,A,A,E,A,A,B
5,M,1,1,1,1,3,1,,0,,,,,,,4115804,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,675.4,676.9,599.4,819.2,0,1.0,180.0,200.0,160.0,120.0,140.0,F,F,E,D,4,H,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,D,A,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4108403,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,470.6,386.7,415.2,550.0,0,3.0,0.0,0.0,0.0,0.0,0.0,B,C,A,A,4,B,A,B,C,A,A,B,B,A,A,A,A,A,A,A,A,B,A,B,B
13,F,1,4,1,1,16,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,614.3,600.7,630.4,657.8,1,1.0,120.0,120.0,120.0,120.0,120.0,G,C,E,B,1,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B
12,F,1,1,1,1,14,1,,0,,,,,,,4114807,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,520.6,570.0,576.2,449.7,1,1.0,120.0,120.0,100.0,100.0,80.0,C,C,B,C,5,D,A,B,D,B,A,C,A,B,B,B,A,A,C,A,A,E,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4117222.0,41.0,PR,2.0,1.0,1.0,4114609,41,PR,0,1,1,0,,1056.0,1066.0,,,432.5,472.7,,0,1.0,120.0,120.0,100.0,80.0,80.0,E,E,C,F,4,L,A,C,C,B,B,B,B,B,B,B,A,A,B,B,B,E,A,C,B
5,F,1,1,1,1,2,1,,0,,,,,,,4101507,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,413.4,469.1,439.2,585.5,1,1.0,100.0,120.0,100.0,120.0,120.0,D,E,C,D,4,D,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
3,F,1,1,1,2,0,2,1.0,0,4117503.0,41.0,PR,2.0,1.0,1.0,4117503,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,505.1,584.3,535.6,488.9,0,1.0,120.0,120.0,100.0,100.0,120.0,F,C,A,B,5,C,A,C,D,B,B,B,A,B,A,B,A,B,B,B,A,E,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1188.0,1175.0,1179.0,1184.0,493.4,556.2,558.0,498.9,0,1.0,140.0,160.0,120.0,160.0,100.0,E,E,C,D,7,H,A,D,D,C,B,B,B,B,B,B,A,B,D,A,B,D,B,C,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4109401,41,PR,0,1,1,0,,1056.0,1066.0,,,425.9,469.3,,1,1.0,80.0,120.0,120.0,120.0,80.0,C,C,A,A,2,C,A,B,C,A,B,B,B,A,B,A,A,A,B,B,A,B,A,A,B
3,M,1,3,1,1,0,1,,0,,,,,,,4119905,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,393.4,489.3,566.7,458.3,0,1.0,120.0,160.0,120.0,120.0,80.0,H,D,D,B,4,D,A,B,E,B,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
7,M,0,5,1,1,5,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,475.3,517.3,556.5,611.0,0,1.0,100.0,40.0,40.0,100.0,20.0,C,D,D,F,2,C,A,B,D,A,A,B,B,B,A,A,A,B,B,A,A,C,A,C,B
1,M,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,456.1,580.5,572.3,547.2,0,1.0,160.0,160.0,120.0,160.0,160.0,G,G,D,D,4,Q,C,E,D,D,B,D,D,B,B,B,B,B,E,B,B,E,A,D,B
1,F,1,1,1,3,0,1,,1,,,,,,,4113304,41,PR,0,1,1,0,,1057.0,1068.0,,,540.2,531.8,,1,4.0,0.0,0.0,0.0,0.0,0.0,G,E,E,D,4,P,B,C,D,C,A,B,A,B,A,B,A,B,C,B,B,D,A,C,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4111506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,552.8,532.0,560.8,546.8,0,1.0,120.0,100.0,100.0,120.0,120.0,B,D,A,A,4,B,A,C,D,B,B,B,B,A,B,A,A,A,B,A,A,C,A,A,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,469.7,585.3,511.7,551.6,0,1.0,120.0,140.0,140.0,120.0,100.0,F,E,E,B,3,D,A,B,D,A,A,B,B,B,A,B,A,A,C,A,A,C,B,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,570.6,632.8,606.3,664.3,0,1.0,160.0,200.0,140.0,160.0,160.0,F,G,D,E,4,J,A,C,D,B,A,B,A,B,B,B,A,A,C,A,A,E,A,B,B
13,M,0,0,1,1,16,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,577.8,633.9,557.5,697.1,1,1.0,140.0,200.0,160.0,180.0,120.0,E,E,F,F,3,I,A,C,C,B,A,B,A,B,A,B,B,B,C,A,A,B,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4113502,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,416.5,579.5,547.0,426.5,0,1.0,140.0,200.0,120.0,140.0,120.0,E,G,D,D,3,H,B,E,D,C,A,B,B,B,A,B,A,B,D,A,B,D,B,C,B
2,M,1,1,1,3,0,1,,1,,,,,,,4128203,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,428.3,557.6,518.6,567.9,0,1.0,120.0,120.0,120.0,120.0,120.0,E,E,D,D,5,H,B,D,E,C,A,B,C,B,A,B,A,B,E,B,B,E,A,C,B
8,M,3,1,1,1,0,1,,0,,,,,,,4118402,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,441.7,517.7,499.7,473.8,0,1.0,120.0,100.0,100.0,120.0,80.0,B,E,A,B,1,C,A,B,C,A,B,B,B,A,A,A,A,A,A,A,A,E,A,A,B
4,F,1,1,1,1,2,1,,0,,,,,,,4118501,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,480.1,565.3,521.5,600.3,1,1.0,180.0,200.0,180.0,200.0,200.0,E,D,C,C,3,C,A,B,C,B,B,B,A,B,A,B,A,B,B,B,A,D,A,A,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1187.0,1177.0,1181.0,1183.0,491.0,515.6,482.9,653.2,0,1.0,80.0,120.0,80.0,120.0,80.0,E,G,B,D,4,I,A,C,E,C,A,B,B,B,B,B,A,B,B,A,A,C,A,B,B
2,M,1,3,1,2,0,2,1.0,0,4115200.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,613.4,449.0,520.4,566.8,0,1.0,140.0,200.0,160.0,160.0,200.0,D,G,B,D,4,G,A,C,D,B,B,B,A,B,A,B,A,B,B,A,A,E,B,B,B
2,M,3,3,1,2,0,2,1.0,0,4115200.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,420.5,398.6,389.9,355.3,0,1.0,120.0,120.0,120.0,120.0,40.0,H,B,F,B,2,C,A,C,D,A,A,B,B,B,A,B,A,B,C,B,A,C,A,B,B
2,F,1,3,1,2,0,2,1.0,0,4119152.0,41.0,PR,2.0,1.0,1.0,4119152,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,502.3,533.9,512.3,384.4,0,6.0,0.0,0.0,0.0,0.0,0.0,C,G,B,D,3,C,A,B,C,B,B,B,A,B,A,B,A,A,B,A,A,C,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,599.4,590.7,557.8,692.8,0,1.0,120.0,200.0,140.0,160.0,120.0,D,G,D,D,4,P,B,C,D,C,A,B,B,B,B,B,A,A,C,A,A,B,A,B,B
4,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,566.5,501.1,531.3,527.9,0,1.0,120.0,160.0,100.0,120.0,140.0,B,E,C,C,4,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,E,A,A,B
4,M,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,801.8,684.7,624.2,823.6,0,1.0,160.0,200.0,160.0,160.0,200.0,F,E,D,D,1,G,A,B,B,A,A,B,B,B,B,B,A,B,B,A,A,B,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4108403.0,41.0,PR,2.0,1.0,1.0,4108403,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,495.0,447.5,486.3,572.2,0,1.0,120.0,120.0,120.0,120.0,120.0,G,G,E,D,4,L,A,C,D,C,A,B,B,B,A,B,A,B,D,A,B,E,B,D,B
3,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,511.7,528.6,522.6,526.5,1,1.0,120.0,140.0,120.0,180.0,120.0,H,G,F,D,4,B,A,B,C,B,B,B,B,B,A,B,A,B,C,A,A,D,B,B,B
2,F,1,1,1,2,0,2,1.0,0,4114609.0,41.0,PR,4.0,1.0,1.0,4114609,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,552.3,566.1,586.2,613.3,0,1.0,140.0,200.0,120.0,200.0,200.0,E,E,E,E,4,O,A,D,D,C,B,C,A,B,B,B,A,A,C,A,B,E,A,B,B
2,F,1,2,1,2,0,2,1.0,0,,,,,,,4105904,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,535.7,427.8,421.5,390.4,0,1.0,120.0,100.0,100.0,80.0,0.0,C,E,C,B,5,C,A,B,D,B,A,B,B,B,B,A,A,A,B,A,A,D,A,A,B
4,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,543.7,596.4,555.5,621.8,0,1.0,160.0,180.0,180.0,200.0,140.0,E,E,F,F,4,G,A,C,D,C,A,B,B,B,B,B,A,B,E,A,B,E,A,D,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,469.4,577.9,507.6,507.5,1,1.0,120.0,120.0,120.0,100.0,120.0,B,E,C,B,3,E,A,B,E,B,A,B,B,B,A,B,A,B,C,B,A,D,B,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,433.8,567.5,552.2,351.9,0,1.0,140.0,40.0,40.0,120.0,40.0,H,E,C,D,2,D,A,B,C,A,A,B,B,B,A,B,A,A,B,B,B,C,B,B,B
1,M,1,1,1,3,0,1,,1,,,,,,,4128005,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,561.5,573.7,530.3,695.4,0,1.0,120.0,120.0,80.0,120.0,40.0,E,E,A,A,3,F,A,C,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
